Imagen,Frontal,Metricas
00_17_1680262181841_rgb.png,NO,Dev:5.30 Ratio:0.03
00_17_1680262270342_rgb.png,NO,Dev:3.87 Ratio:0.05
00_17_1680259675084_rgb.png,SÍ,Dev:0.02 Ratio:0.62
00_17_1680262712574_rgb.png,NO,Dev:53.29 Ratio:0.00
00_17_1680259719043_rgb.png,NO,Dev:11.97 Ratio:0.02
00_17_1680259600117_rgb.png,SÍ,Dev:0.02 Ratio:0.54
00_17_1680262493114_rgb.png,SÍ,Dev:0.03 Ratio:0.56
00_17_1680262737560_rgb.png,NO,Dev:9.47 Ratio:0.03
00_17_1680262683373_rgb.png,NO,Dev:4.89 Ratio:0.06
00_17_1680262212847_rgb.png,NO,Dev:6.50 Ratio:0.03
00_17_1680262621961_rgb.png,NO,Dev:1.56 Ratio:0.14
00_17_1680262560849_rgb.png,NO,Dev:5.37 Ratio:0.04
00_17_1680262625572_rgb.png,NO,Dev:1.90 Ratio:0.12
00_17_1680262213148_rgb.png,NO,Dev:85.20 Ratio:0.00
00_17_1680259674482_rgb.png,SÍ,Dev:0.06 Ratio:0.60
00_17_1680259670568_rgb.png,SÍ,Dev:0.02 Ratio:0.53
00_17_1680262425682_rgb.png,SÍ,Dev:0.01 Ratio:0.52
00_17_1680262572589_rgb.png,NO,Dev:28.48 Ratio:0.01
00_17_1680259838567_rgb.png,NO,Dev:5.52 Ratio:0.05
00_17_1680262559946_rgb.png,NO,Dev:212.57 Ratio:0.00
00_17_1680262735753_rgb.png,NO,Dev:602.80 Ratio:0.00
00_17_1680262708661_rgb.png,NO,Dev:17.77 Ratio:0.01
00_17_1680262673139_rgb.png,NO,Dev:47.87 Ratio:0.01
00_17_1680262492512_rgb.png,SÍ,Dev:0.05 Ratio:0.59
00_17_1680262406114_rgb.png,SÍ,Dev:0.15 Ratio:0.50
00_17_1680262635204_rgb.png,NO,Dev:1.77 Ratio:0.12
00_17_1680259805451_rgb.png,NO,Dev:2.71 Ratio:0.17
00_17_1680259607344_rgb.png,SÍ,Dev:0.01 Ratio:0.54
00_17_1680262685179_rgb.png,NO,Dev:4.33 Ratio:0.05
00_17_1680259540813_rgb.png,NO,Dev:1.61 Ratio:0.18
00_17_1680262236929_rgb.png,NO,Dev:137.77 Ratio:0.00
00_17_1680259718139_rgb.png,NO,Dev:14.96 Ratio:0.02
00_17_1680262682771_rgb.png,NO,Dev:2.27 Ratio:0.13
00_17_1680262606908_rgb.png,NO,Dev:2.22 Ratio:0.10
00_17_1680262713176_rgb.png,NO,Dev:4.44 Ratio:0.05
00_17_1680262524723_rgb.png,SÍ,Dev:0.00 Ratio:0.55
00_17_1680262613230_rgb.png,NO,Dev:3.33 Ratio:0.07
00_17_1680262634602_rgb.png,NO,Dev:1.52 Ratio:0.14
00_17_1680259627213_rgb.png,SÍ,Dev:0.14 Ratio:0.50
00_17_1680259650094_rgb.png,SÍ,Dev:0.10 Ratio:0.49
00_17_1680262370588_rgb.png,SÍ,Dev:0.06 Ratio:0.56
00_17_1680262671935_rgb.png,NO,Dev:2.03 Ratio:0.13
00_17_1680262543689_rgb.png,NO,Dev:9.62 Ratio:0.03
00_17_1680262525325_rgb.png,SÍ,Dev:0.00 Ratio:0.53
00_17_1680262249872_rgb.png,NO,Dev:4.67 Ratio:0.04
00_17_1680259725366_rgb.png,NO,Dev:5.46 Ratio:0.04
00_17_1680262657180_rgb.png,NO,Dev:38.41 Ratio:0.01
00_17_1680262379018_rgb.png,SÍ,Dev:0.10 Ratio:0.52
00_17_1680262709263_rgb.png,NO,Dev:14.39 Ratio:0.02
00_17_1680259660934_rgb.png,SÍ,Dev:0.01 Ratio:0.98
00_17_1680262525928_rgb.png,SÍ,Dev:0.01 Ratio:0.54
00_17_1680259779860_rgb.png,NO,Dev:3.21 Ratio:0.12
00_17_1680262288403_rgb.png,NO,Dev:3.02 Ratio:0.07
00_17_1680262193281_rgb.png,NO,Dev:5.88 Ratio:0.03
00_17_1680262434413_rgb.png,NO,Dev:0.19 Ratio:0.50
00_17_1680259635643_rgb.png,SÍ,Dev:0.00 Ratio:0.57
00_17_1680262226394_rgb.png,NO,Dev:78.52 Ratio:0.00
00_17_1680262384739_rgb.png,SÍ,Dev:0.03 Ratio:0.55
00_17_1680262532852_rgb.png,SÍ,Dev:0.06 Ratio:0.51
00_17_1680262401899_rgb.png,SÍ,Dev:0.10 Ratio:0.54
00_17_1680262587642_rgb.png,NO,Dev:1.51 Ratio:0.10
00_17_1680259564898_rgb.png,NO,Dev:3.06 Ratio:0.11
00_17_1680262350419_rgb.png,SÍ,Dev:0.06 Ratio:0.52
00_17_1680262517498_rgb.png,SÍ,Dev:0.10 Ratio:0.49
00_17_1680259663042_rgb.png,SÍ,Dev:0.01 Ratio:0.64
00_17_1680259837664_rgb.png,NO,Dev:5758.36 Ratio:0.00
00_17_1680259501370_rgb.png,NO,Dev:0.93 Ratio:0.20
00_17_1680262414544_rgb.png,SÍ,Dev:0.17 Ratio:0.52
00_17_1680259764805_rgb.png,NO,Dev:30.75 Ratio:0.01
00_17_1680262435015_rgb.png,NO,Dev:0.20 Ratio:0.49
00_17_1680262629786_rgb.png,NO,Dev:1.88 Ratio:0.11
00_17_1680262319411_rgb.png,NO,Dev:3.02 Ratio:0.07
00_17_1680262326637_rgb.png,NO,Dev:1.54 Ratio:0.12
00_17_1680262389556_rgb.png,SÍ,Dev:0.05 Ratio:0.54
00_17_1680262416650_rgb.png,SÍ,Dev:0.06 Ratio:0.52
00_17_1680262528336_rgb.png,SÍ,Dev:0.13 Ratio:0.53
00_17_1680259763300_rgb.png,NO,Dev:1.35 Ratio:0.14
00_17_1680259612460_rgb.png,SÍ,Dev:0.01 Ratio:0.54
00_17_1680262325734_rgb.png,NO,Dev:53.14 Ratio:0.00
00_17_1680259830437_rgb.png,NO,Dev:1.49 Ratio:0.21
00_17_1680262719799_rgb.png,NO,Dev:8.08 Ratio:0.03
00_17_1680259690439_rgb.png,SÍ,Dev:0.07 Ratio:0.53
00_17_1680262272147_rgb.png,NO,Dev:4.25 Ratio:0.04
00_17_1680259634739_rgb.png,SÍ,Dev:0.02 Ratio:0.54
00_17_1680259791601_rgb.png,NO,Dev:7.45 Ratio:0.04
00_17_1680262697824_rgb.png,NO,Dev:16.88 Ratio:0.01
00_17_1680259713320_rgb.png,SÍ,Dev:0.03 Ratio:0.54
00_17_1680259662440_rgb.png,SÍ,Dev:0.00 Ratio:0.54
00_17_1680259639556_rgb.png,SÍ,Dev:0.00 Ratio:0.57
00_17_1680259709707_rgb.png,NO,Dev:0.24 Ratio:0.84
00_17_1680262417252_rgb.png,SÍ,Dev:0.08 Ratio:0.52
00_17_1680262696619_rgb.png,NO,Dev:20.09 Ratio:0.01
00_17_1680262245658_rgb.png,NO,Dev:5.48 Ratio:0.04
00_17_1680259520038_rgb.png,NO,Dev:3.04 Ratio:0.06
00_17_1680262652364_rgb.png,NO,Dev:6.23 Ratio:0.05
00_17_1680262743281_rgb.png,NO,Dev:0.48 Ratio:0.23
00_17_1680262413340_rgb.png,SÍ,Dev:0.02 Ratio:0.53
00_17_1680262599383_rgb.png,NO,Dev:0.97 Ratio:0.19
00_17_1680262489804_rgb.png,SÍ,Dev:0.03 Ratio:0.49
00_17_1680262477157_rgb.png,SÍ,Dev:0.02 Ratio:0.53
00_17_1680262432004_rgb.png,SÍ,Dev:0.06 Ratio:0.53
00_17_1680259639857_rgb.png,SÍ,Dev:0.03 Ratio:0.56
00_17_1680259765106_rgb.png,NO,Dev:4.37 Ratio:0.05
00_17_1680259759688_rgb.png,NO,Dev:1.92 Ratio:0.10
00_17_1680262194485_rgb.png,NO,Dev:8.00 Ratio:0.03
00_17_1680259545629_rgb.png,NO,Dev:8.69 Ratio:0.02
00_17_1680262257699_rgb.png,NO,Dev:12.15 Ratio:0.01
00_17_1680262695716_rgb.png,NO,Dev:20.84 Ratio:0.01
00_17_1680259831039_rgb.png,NO,Dev:0.78 Ratio:0.34
00_17_1680259644975_rgb.png,NO,Dev:0.05 Ratio:0.45
00_17_1680259810568_rgb.png,NO,Dev:10.70 Ratio:0.06
00_17_1680259779257_rgb.png,NO,Dev:8.43 Ratio:0.06
00_17_1680262223684_rgb.png,NO,Dev:8.39 Ratio:0.02
00_17_1680259572723_rgb.png,NO,Dev:9.79 Ratio:0.02
00_17_1680262469031_rgb.png,SÍ,Dev:0.06 Ratio:0.53
00_17_1680262306768_rgb.png,NO,Dev:3.37 Ratio:0.06
00_17_1680259470652_rgb.png,NO,Dev:4.11 Ratio:0.05
00_17_1680262375405_rgb.png,SÍ,Dev:0.11 Ratio:0.55
00_17_1680262358245_rgb.png,SÍ,Dev:0.04 Ratio:0.52
00_17_1680259615471_rgb.png,SÍ,Dev:0.02 Ratio:0.54
00_17_1680262285694_rgb.png,NO,Dev:3.56 Ratio:0.12
00_17_1680262211341_rgb.png,NO,Dev:13.40 Ratio:0.01
00_17_1680259551650_rgb.png,NO,Dev:3.50 Ratio:0.06
00_17_1680262259505_rgb.png,NO,Dev:30.82 Ratio:0.01
00_17_1680259590483_rgb.png,NO,Dev:1.84 Ratio:0.14
00_17_1680262401598_rgb.png,SÍ,Dev:0.06 Ratio:0.52
00_17_1680262476555_rgb.png,SÍ,Dev:0.05 Ratio:0.57
00_17_1680262529240_rgb.png,SÍ,Dev:0.07 Ratio:0.57
00_17_1680262311886_rgb.png,NO,Dev:10.79 Ratio:0.02
00_17_1680262312488_rgb.png,NO,Dev:9.38 Ratio:0.02
00_17_1680259828933_rgb.png,NO,Dev:3.91 Ratio:0.09
00_17_1680262230005_rgb.png,NO,Dev:79.08 Ratio:0.00
00_17_1680259471254_rgb.png,NO,Dev:3.61 Ratio:0.06
00_17_1680262734248_rgb.png,NO,Dev:4.74 Ratio:0.05
00_17_1680262195087_rgb.png,NO,Dev:8.50 Ratio:0.02
00_17_1680259794311_rgb.png,NO,Dev:6.15 Ratio:0.04
00_17_1680259764504_rgb.png,NO,Dev:8.28 Ratio:0.03
00_17_1680262590954_rgb.png,NO,Dev:2.39 Ratio:0.09
00_17_1680259646179_rgb.png,SÍ,Dev:0.06 Ratio:0.56
00_17_1680259714524_rgb.png,SÍ,Dev:0.03 Ratio:0.56
00_17_1680259706095_rgb.png,SÍ,Dev:0.11 Ratio:0.76
00_17_1680259778655_rgb.png,NO,Dev:8.69 Ratio:0.04
00_17_1680259591085_rgb.png,NO,Dev:2.72 Ratio:0.10
00_17_1680262618348_rgb.png,NO,Dev:5.02 Ratio:0.04
00_17_1680262389857_rgb.png,SÍ,Dev:0.09 Ratio:0.54
00_17_1680262334463_rgb.png,NO,Dev:9.34 Ratio:0.02
00_17_1680259568208_rgb.png,NO,Dev:1.86 Ratio:0.17
00_17_1680262715885_rgb.png,NO,Dev:2.87 Ratio:0.09
00_17_1680262254087_rgb.png,NO,Dev:46.83 Ratio:0.00
00_17_1680262601790_rgb.png,NO,Dev:2.21 Ratio:0.10
00_17_1680259726270_rgb.png,NO,Dev:7.35 Ratio:0.04
00_17_1680262664409_rgb.png,NO,Dev:2.19 Ratio:0.09
00_17_1680259797925_rgb.png,NO,Dev:31.18 Ratio:0.01
00_17_1680262471138_rgb.png,SÍ,Dev:0.16 Ratio:0.52
00_17_1680262454583_rgb.png,SÍ,Dev:0.02 Ratio:0.52
00_17_1680259682311_rgb.png,SÍ,Dev:0.10 Ratio:0.71
00_17_1680262174917_rgb.png,NO,Dev:9.91 Ratio:0.02
00_17_1680259512210_rgb.png,NO,Dev:1.22 Ratio:0.13
00_17_1680262474749_rgb.png,NO,Dev:0.39 Ratio:0.58
00_17_1680259809063_rgb.png,NO,Dev:22.92 Ratio:0.01
00_17_1680262649955_rgb.png,NO,Dev:1.97 Ratio:0.13
00_17_1680262689995_rgb.png,NO,Dev:1.64 Ratio:0.16
00_17_1680259738312_rgb.png,NO,Dev:21.03 Ratio:0.01
00_17_1680262293522_rgb.png,NO,Dev:7.94 Ratio:0.03
00_17_1680262240240_rgb.png,NO,Dev:4.09 Ratio:0.05
00_17_1680262482275_rgb.png,NO,Dev:0.53 Ratio:0.65
00_17_1680262198698_rgb.png,NO,Dev:7.15 Ratio:0.04
00_17_1680262470837_rgb.png,SÍ,Dev:0.15 Ratio:0.52
00_17_1680262604499_rgb.png,NO,Dev:1.00 Ratio:0.16
00_17_1680259629320_rgb.png,SÍ,Dev:0.02 Ratio:0.56
00_17_1680262661700_rgb.png,NO,Dev:25.24 Ratio:0.03
00_17_1680262535561_rgb.png,SÍ,Dev:0.03 Ratio:0.55
00_17_1680262481372_rgb.png,NO,Dev:0.49 Ratio:0.64
00_17_1680262360051_rgb.png,SÍ,Dev:0.04 Ratio:0.52
00_17_1680262238434_rgb.png,NO,Dev:3.66 Ratio:0.06
00_17_1680262363664_rgb.png,SÍ,Dev:0.04 Ratio:0.55
00_17_1680262279974_rgb.png,NO,Dev:3.94 Ratio:0.05
00_17_1680262455185_rgb.png,SÍ,Dev:0.04 Ratio:0.53
00_17_1680262628280_rgb.png,NO,Dev:2.18 Ratio:0.10
00_17_1680259769924_rgb.png,NO,Dev:4.05 Ratio:0.05
00_17_1680259781666_rgb.png,NO,Dev:19.87 Ratio:0.01
00_17_1680262717089_rgb.png,NO,Dev:2.30 Ratio:0.09
00_17_1680262603295_rgb.png,NO,Dev:1.21 Ratio:0.14
00_17_1680262662603_rgb.png,NO,Dev:7.43 Ratio:0.04
00_17_1680259681407_rgb.png,SÍ,Dev:0.04 Ratio:0.68
00_17_1680259625707_rgb.png,SÍ,Dev:0.00 Ratio:0.58
00_17_1680259535995_rgb.png,NO,Dev:2.28 Ratio:0.09
00_17_1680262269439_rgb.png,NO,Dev:8.48 Ratio:0.02
00_17_1680259479084_rgb.png,NO,Dev:3.94 Ratio:0.04
00_17_1680259520941_rgb.png,NO,Dev:1.65 Ratio:0.11
00_17_1680262602693_rgb.png,NO,Dev:2.25 Ratio:0.10
00_17_1680262663205_rgb.png,NO,Dev:6.12 Ratio:0.04
00_17_1680262291715_rgb.png,NO,Dev:6.45 Ratio:0.03
00_17_1680259724160_rgb.png,NO,Dev:2.17 Ratio:0.10
00_17_1680259808461_rgb.png,NO,Dev:23.78 Ratio:0.01
00_17_1680259768719_rgb.png,NO,Dev:4.07 Ratio:0.05
00_17_1680262239036_rgb.png,NO,Dev:5.73 Ratio:0.04
00_17_1680262704446_rgb.png,NO,Dev:13.64 Ratio:0.02
00_17_1680262404909_rgb.png,SÍ,Dev:0.11 Ratio:0.51
00_17_1680259537200_rgb.png,NO,Dev:2.50 Ratio:0.09
00_17_1680262600587_rgb.png,NO,Dev:2.25 Ratio:0.10
00_17_1680262480770_rgb.png,NO,Dev:0.44 Ratio:0.57
00_17_1680259653406_rgb.png,SÍ,Dev:0.13 Ratio:0.49
00_17_1680262444047_rgb.png,SÍ,Dev:0.12 Ratio:0.51
00_17_1680262601189_rgb.png,NO,Dev:3.62 Ratio:0.07
00_17_1680262734850_rgb.png,NO,Dev:88.37 Ratio:0.00
00_17_1680262702338_rgb.png,NO,Dev:10.18 Ratio:0.02
00_17_1680259761494_rgb.png,NO,Dev:0.84 Ratio:0.19
00_17_1680262407921_rgb.png,SÍ,Dev:0.12 Ratio:0.54
00_17_1680262204719_rgb.png,NO,Dev:7.58 Ratio:0.03
00_17_1680262366374_rgb.png,SÍ,Dev:0.02 Ratio:0.51
00_17_1680262705048_rgb.png,NO,Dev:12.33 Ratio:0.02
00_17_1680262679460_rgb.png,NO,Dev:17.79 Ratio:0.02
00_17_1680262685781_rgb.png,NO,Dev:27.23 Ratio:0.01
00_17_1680262298037_rgb.png,NO,Dev:4.52 Ratio:0.05
00_17_1680262618950_rgb.png,NO,Dev:24.89 Ratio:0.01
00_17_1680262275760_rgb.png,NO,Dev:4.63 Ratio:0.04
00_17_1680262498533_rgb.png,SÍ,Dev:0.10 Ratio:0.55
00_17_1680259559478_rgb.png,NO,Dev:1.55 Ratio:0.15
00_17_1680262424478_rgb.png,SÍ,Dev:0.06 Ratio:0.51
00_17_1680262694210_rgb.png,NO,Dev:5.76 Ratio:0.04
00_17_1680259774440_rgb.png,NO,Dev:24.41 Ratio:0.01
00_17_1680262382932_rgb.png,SÍ,Dev:0.05 Ratio:0.52
00_17_1680262534659_rgb.png,SÍ,Dev:0.04 Ratio:0.55
00_17_1680262716487_rgb.png,NO,Dev:3.31 Ratio:0.08
00_17_1680259532984_rgb.png,NO,Dev:3.17 Ratio:0.07
00_17_1680259503779_rgb.png,NO,Dev:7.09 Ratio:0.03
00_17_1680259505587_rgb.png,NO,Dev:1.29 Ratio:0.11
00_17_1680262251376_rgb.png,NO,Dev:4.38 Ratio:0.04
00_17_1680259543523_rgb.png,NO,Dev:2.83 Ratio:0.12
00_17_1680262423274_rgb.png,SÍ,Dev:0.01 Ratio:0.54
00_17_1680262703242_rgb.png,NO,Dev:99.72 Ratio:0.00
00_17_1680259509802_rgb.png,NO,Dev:1.21 Ratio:0.12
00_17_1680259695858_rgb.png,SÍ,Dev:0.01 Ratio:0.58
00_17_1680262276663_rgb.png,NO,Dev:6.49 Ratio:0.03
00_17_1680259775042_rgb.png,NO,Dev:10.26 Ratio:0.03
00_17_1680262731539_rgb.png,NO,Dev:2.64 Ratio:0.08
00_17_1680262293823_rgb.png,NO,Dev:19.66 Ratio:0.01
00_17_1680259821405_rgb.png,NO,Dev:17.91 Ratio:0.02
00_17_1680262470536_rgb.png,NO,Dev:0.18 Ratio:0.53
00_17_1680262478362_rgb.png,SÍ,Dev:0.08 Ratio:0.54
00_17_1680262233617_rgb.png,NO,Dev:5.50 Ratio:0.03
00_17_1680262718293_rgb.png,NO,Dev:1.60 Ratio:0.14
00_17_1680259790096_rgb.png,NO,Dev:1.58 Ratio:0.21
00_17_1680259579646_rgb.png,NO,Dev:50.17 Ratio:0.00
00_17_1680259522145_rgb.png,NO,Dev:1.24 Ratio:0.12
00_17_1680259749451_rgb.png,NO,Dev:0.52 Ratio:0.22
00_17_1680262422672_rgb.png,SÍ,Dev:0.01 Ratio:0.52
00_17_1680259514016_rgb.png,NO,Dev:1.29 Ratio:0.07
00_17_1680259605838_rgb.png,SÍ,Dev:0.03 Ratio:0.55
00_17_1680262424780_rgb.png,SÍ,Dev:0.03 Ratio:0.49
00_17_1680262640924_rgb.png,NO,Dev:1.56 Ratio:0.13
00_17_1680262473245_rgb.png,NO,Dev:0.19 Ratio:0.54
00_17_1680262727024_rgb.png,NO,Dev:2.20 Ratio:0.10
00_17_1680259592892_rgb.png,NO,Dev:1.91 Ratio:0.11
00_17_1680262460302_rgb.png,SÍ,Dev:0.03 Ratio:0.52
00_17_1680259759989_rgb.png,NO,Dev:10.70 Ratio:0.02
00_17_1680262506060_rgb.png,SÍ,Dev:0.05 Ratio:0.49
00_17_1680262369986_rgb.png,SÍ,Dev:0.05 Ratio:0.53
00_17_1680262223985_rgb.png,NO,Dev:6.20 Ratio:0.03
00_17_1680259644674_rgb.png,NO,Dev:0.07 Ratio:0.45
00_17_1680262184550_rgb.png,NO,Dev:6.72 Ratio:0.03
00_17_1680262391061_rgb.png,SÍ,Dev:0.10 Ratio:0.53
00_17_1680262611424_rgb.png,NO,Dev:11.59 Ratio:0.02
00_17_1680259608247_rgb.png,SÍ,Dev:0.01 Ratio:0.55
00_17_1680262377814_rgb.png,SÍ,Dev:0.08 Ratio:0.53
00_17_1680262438928_rgb.png,SÍ,Dev:0.11 Ratio:0.53
00_17_1680262504253_rgb.png,SÍ,Dev:0.06 Ratio:0.54
00_17_1680262658083_rgb.png,NO,Dev:37.44 Ratio:0.01
00_17_1680262725217_rgb.png,NO,Dev:4.19 Ratio:0.06
00_17_1680262503952_rgb.png,SÍ,Dev:0.01 Ratio:0.54
00_17_1680259480589_rgb.png,NO,Dev:1.70 Ratio:0.12
00_17_1680262287199_rgb.png,NO,Dev:2.75 Ratio:0.07
00_17_1680262472643_rgb.png,SÍ,Dev:0.08 Ratio:0.54
00_17_1680262609317_rgb.png,NO,Dev:8.51 Ratio:0.02
00_17_1680259576938_rgb.png,NO,Dev:5.78 Ratio:0.04
00_17_1680262738463_rgb.png,NO,Dev:0.23 Ratio:0.44
00_17_1680259581150_rgb.png,NO,Dev:3.41 Ratio:0.07
00_17_1680259730184_rgb.png,NO,Dev:24.77 Ratio:0.01
00_17_1680262354031_rgb.png,SÍ,Dev:0.07 Ratio:0.52
00_17_1680259669966_rgb.png,SÍ,Dev:0.05 Ratio:0.53
00_17_1680262310381_rgb.png,NO,Dev:2.51 Ratio:0.06
00_17_1680262254387_rgb.png,NO,Dev:2.94 Ratio:0.07
00_17_1680262248970_rgb.png,NO,Dev:6.42 Ratio:0.03
00_17_1680259829234_rgb.png,NO,Dev:1.96 Ratio:0.16
00_17_1680262593060_rgb.png,NO,Dev:0.85 Ratio:0.19
00_17_1680262200806_rgb.png,NO,Dev:7.02 Ratio:0.02
00_17_1680259529673_rgb.png,NO,Dev:2.31 Ratio:0.08
00_17_1680259645276_rgb.png,NO,Dev:0.04 Ratio:0.44
00_17_1680262185152_rgb.png,NO,Dev:8.46 Ratio:0.02
00_17_1680262242948_rgb.png,NO,Dev:8.07 Ratio:0.02
00_17_1680262556034_rgb.png,NO,Dev:1.39 Ratio:0.14
00_17_1680262285995_rgb.png,NO,Dev:3.74 Ratio:0.10
00_17_1680262681567_rgb.png,NO,Dev:3.12 Ratio:0.10
00_17_1680262739065_rgb.png,SÍ,Dev:0.05 Ratio:0.52
00_17_1680259470953_rgb.png,NO,Dev:2.81 Ratio:0.07
00_17_1680262724615_rgb.png,NO,Dev:4.96 Ratio:0.06
00_17_1680262327840_rgb.png,NO,Dev:8.44 Ratio:0.02
00_17_1680259828632_rgb.png,NO,Dev:2.66 Ratio:0.10
00_17_1680262402803_rgb.png,SÍ,Dev:0.05 Ratio:0.54
00_17_1680262302854_rgb.png,NO,Dev:3.65 Ratio:0.06
00_17_1680262608715_rgb.png,NO,Dev:5.22 Ratio:0.04
00_17_1680259801537_rgb.png,NO,Dev:13.78 Ratio:0.02
00_17_1680259618783_rgb.png,SÍ,Dev:0.02 Ratio:0.55
00_17_1680262668322_rgb.png,NO,Dev:9.90 Ratio:0.02
00_17_1680262202613_rgb.png,NO,Dev:5.57 Ratio:0.02
00_17_1680259672374_rgb.png,SÍ,Dev:0.14 Ratio:0.57
00_17_1680262197193_rgb.png,NO,Dev:4.92 Ratio:0.04
00_17_1680262232111_rgb.png,NO,Dev:4.43 Ratio:0.04
00_17_1680262700834_rgb.png,NO,Dev:3.21 Ratio:0.07
00_17_1680262639419_rgb.png,NO,Dev:2.01 Ratio:0.12
00_17_1680262643333_rgb.png,NO,Dev:3.11 Ratio:0.07
00_17_1680262416951_rgb.png,SÍ,Dev:0.06 Ratio:0.52
00_17_1680259560683_rgb.png,NO,Dev:1.91 Ratio:0.11
00_17_1680259741022_rgb.png,NO,Dev:16.48 Ratio:0.01
00_17_1680262451572_rgb.png,SÍ,Dev:0.02 Ratio:0.46
00_17_1680259648890_rgb.png,SÍ,Dev:0.11 Ratio:0.47
00_17_1680259795517_rgb.png,NO,Dev:19.18 Ratio:0.01
00_17_1680259619385_rgb.png,SÍ,Dev:0.01 Ratio:0.57
00_17_1680262228199_rgb.png,NO,Dev:42.25 Ratio:0.00
00_17_1680262428994_rgb.png,SÍ,Dev:0.05 Ratio:0.54
00_17_1680259784076_rgb.png,NO,Dev:1.70 Ratio:0.17
00_17_1680259610956_rgb.png,SÍ,Dev:0.02 Ratio:0.56
00_17_1680262402502_rgb.png,SÍ,Dev:0.05 Ratio:0.53
00_17_1680262677053_rgb.png,NO,Dev:21.84 Ratio:0.01
00_17_1680259837965_rgb.png,NO,Dev:6.79 Ratio:0.04
00_17_1680262548808_rgb.png,NO,Dev:2.70 Ratio:0.08
00_17_1680262179733_rgb.png,NO,Dev:32.73 Ratio:0.01
00_17_1680259734096_rgb.png,NO,Dev:53.81 Ratio:0.00
00_17_1680262667721_rgb.png,NO,Dev:3.80 Ratio:0.06
00_17_1680262214954_rgb.png,NO,Dev:11.32 Ratio:0.02
00_17_1680262587943_rgb.png,NO,Dev:2.05 Ratio:0.08
00_17_1680259561285_rgb.png,NO,Dev:2.37 Ratio:0.09
00_17_1680262250474_rgb.png,NO,Dev:13.84 Ratio:0.01
00_17_1680259789795_rgb.png,NO,Dev:527.14 Ratio:0.00
00_17_1680262372394_rgb.png,SÍ,Dev:0.06 Ratio:0.57
00_17_1680259552553_rgb.png,NO,Dev:1.61 Ratio:0.13
00_17_1680262576202_rgb.png,NO,Dev:4.78 Ratio:0.05
00_17_1680262245959_rgb.png,NO,Dev:3.46 Ratio:0.06
00_17_1680262645441_rgb.png,NO,Dev:5.91 Ratio:0.04
00_17_1680259740420_rgb.png,NO,Dev:8.23 Ratio:0.03
00_17_1680262184851_rgb.png,NO,Dev:5.69 Ratio:0.03
00_17_1680262286597_rgb.png,NO,Dev:2.07 Ratio:0.10
00_17_1680262196591_rgb.png,NO,Dev:7.84 Ratio:0.02
00_17_1680262642731_rgb.png,NO,Dev:2.79 Ratio:0.07
00_17_1680262216158_rgb.png,NO,Dev:4.79 Ratio:0.04
00_17_1680259461010_rgb.png,NO,Dev:1.62 Ratio:0.13
00_17_1680259566101_rgb.png,NO,Dev:3.12 Ratio:0.11
00_17_1680259735601_rgb.png,NO,Dev:7.78 Ratio:0.03
00_17_1680262508770_rgb.png,SÍ,Dev:0.12 Ratio:0.54
00_17_1680262523219_rgb.png,NO,Dev:0.25 Ratio:0.55
00_17_1680262502748_rgb.png,SÍ,Dev:0.10 Ratio:0.56
00_17_1680262315799_rgb.png,NO,Dev:6.08 Ratio:0.03
00_17_1680259507996_rgb.png,NO,Dev:2.81 Ratio:0.06
00_17_1680262586438_rgb.png,NO,Dev:2.12 Ratio:0.09
00_17_1680262308274_rgb.png,NO,Dev:4.66 Ratio:0.05
00_17_1680262585836_rgb.png,NO,Dev:1.55 Ratio:0.12
00_17_1680262352827_rgb.png,SÍ,Dev:0.11 Ratio:0.53
00_17_1680259665148_rgb.png,SÍ,Dev:0.03 Ratio:0.96
00_17_1680259551349_rgb.png,NO,Dev:2.86 Ratio:0.07
00_17_1680262458496_rgb.png,SÍ,Dev:0.12 Ratio:0.53
00_17_1680259476677_rgb.png,NO,Dev:4.18 Ratio:0.05
00_17_1680262353128_rgb.png,SÍ,Dev:0.13 Ratio:0.51
00_17_1680259677794_rgb.png,SÍ,Dev:0.03 Ratio:0.63
00_17_1680262437122_rgb.png,SÍ,Dev:0.17 Ratio:0.52
00_17_1680262341990_rgb.png,SÍ,Dev:0.06 Ratio:0.51
00_17_1680259807859_rgb.png,NO,Dev:16.30 Ratio:0.02
00_17_1680262248368_rgb.png,NO,Dev:4.35 Ratio:0.04
00_17_1680262539474_rgb.png,SÍ,Dev:0.02 Ratio:0.54
00_17_1680262412136_rgb.png,NO,Dev:0.20 Ratio:0.49
00_17_1680262494318_rgb.png,SÍ,Dev:0.14 Ratio:0.55
00_17_1680262394974_rgb.png,SÍ,Dev:0.02 Ratio:0.48
00_17_1680259579947_rgb.png,NO,Dev:2.27 Ratio:0.10
00_17_1680259495950_rgb.png,NO,Dev:3.45 Ratio:0.06
00_17_1680262342893_rgb.png,SÍ,Dev:0.03 Ratio:0.53
00_17_1680259609150_rgb.png,SÍ,Dev:0.01 Ratio:0.55
00_17_1680262175218_rgb.png,NO,Dev:14.61 Ratio:0.01
00_17_1680262419661_rgb.png,SÍ,Dev:0.00 Ratio:0.52
00_17_1680259834351_rgb.png,NO,Dev:2.95 Ratio:0.09
00_17_1680262509372_rgb.png,SÍ,Dev:0.12 Ratio:0.52
00_17_1680259691643_rgb.png,SÍ,Dev:0.14 Ratio:0.68
